"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.465660386E0,3.052580357E-2,7.695102692E-2,-1.562862396E-1
2.475700628E0,-1.463773102E-2,6.951045990E-2,4.896068573E-2
2.485740868E0,-5.944046378E-2,6.115221977E-2,1.564159393E-1
2.495781108E0,-5.773986131E-2,9.410142899E-3,8.903503418E-2
2.505821348E0,9.622618556E-3,-3.867387772E-2,-1.150817871E-1
2.515861588E0,5.283450335E-2,-1.329989433E-1,-1.398210526E-1
2.525932346E0,-2.437359095E-2,-2.010090351E-1,-3.770828247E-2
2.535972586E0,-2.366108447E-2,-1.384208202E-1,-2.987098694E-2
2.546012827E0,2.950123698E-2,-3.479647636E-2,-9.360313416E-3
2.556053068E0,6.991188228E-2,5.770754814E-2,-2.511978149E-2
2.566093308E0,8.580158651E-2,9.245848656E-2,-4.332160950E-2
2.576133548E0,8.293922246E-2,7.906913757E-2,9.822177887E-2
2.586173788E0,7.901649922E-2,6.184840202E-2,2.759342194E-1
2.596244546E0,1.080421805E-1,3.387928009E-2,3.144998550E-1
2.606284786E0,4.724890739E-2,2.886462212E-2,2.014102936E-1
2.616325027E0,-8.455627412E-2,-3.379583359E-3,4.024791718E-2
2.626365267E0,-3.142576665E-2,-4.466390610E-2,-1.423091888E-1
2.636405507E0,5.702538788E-2,-1.009941101E-2,-2.526435852E-1
2.646445748E0,1.523781419E-1,3.157925606E-2,-2.211608887E-1
2.656516506E0,1.479148418E-1,6.744408607E-2,-1.247520447E-1
2.666556746E0,8.758591115E-2,1.097941399E-1,3.911781311E-2
2.676596986E0,2.148542553E-2,9.202480316E-2,1.981315613E-1
2.686637227E0,-1.371294260E-3,8.579063416E-2,2.511472702E-1
2.696677467E0,7.809886336E-2,8.427500725E-2,2.557363510E-1
2.706717707E0,9.979584068E-2,5.275988579E-2,8.710861206E-2
2.716788465E0,1.037611440E-1,3.732800484E-2,-1.247310638E-1
2.726828705E0,7.361359894E-2,-2.381324768E-3,-2.839527130E-1
2.736868946E0,9.787754714E-2,-5.979323387E-2,-2.584743500E-1
2.746909186E0,9.291255474E-2,-8.161258698E-2,-1.032247543E-1
2.756949427E0,2.013140172E-2,-6.843352318E-2,1.241893768E-1
2.766989667E0,-1.888826489E-3,-6.793570518E-2,2.748308182E-1
2.777060424E0,4.606582224E-3,-5.363464355E-3,3.267612457E-1
2.787100665E0,3.174761310E-2,3.477907181E-2,2.487249374E-1
2.797140905E0,9.777472913E-2,8.211159706E-2,1.194181442E-1
2.807181145E0,1.386615932E-1,1.131951809E-1,3.339195251E-2
2.817221386E0,1.172648966E-1,1.205151081E-1,-4.536247253E-2
2.827261627E0,8.973258734E-2,1.075657606E-1,-1.285972595E-1
2.837301867E0,5.115107074E-2,1.081467867E-1,-1.516208649E-1
2.847372624E0,3.088812903E-2,8.268427849E-2,-1.304616928E-1
2.857412865E0,3.410524502E-2,4.130756855E-2,-2.960205078E-2
2.867453105E0,-6.372269243E-3,1.658272743E-2,7.413768768E-2
2.877493345E0,-1.206770539E-3,-1.677048206E-2,1.469554901E-1
2.887533585E0,2.685741335E-2,-5.071878433E-3,1.861629486E-1
2.897573827E0,4.079730064E-2,-2.379477024E-2,1.484088898E-1
2.907614067E0,2.667484060E-2,-1.352643967E-2,3.600788116E-2
2.917654307E0,2.880401537E-2,-1.449203491E-2,-9.107685089E-2
2.927725065E0,3.759875894E-3,-2.361571789E-2,-1.800155640E-1
2.937765305E0,1.305565238E-3,-2.716386318E-2,-1.466712952E-1
2.947805545E0,-3.280628473E-3,-2.702689171E-2,-1.968288422E-2
2.957845785E0,-2.755622193E-2,-7.302761078E-3,1.169776917E-1
2.967886026E0,-1.151267812E-2,1.179099083E-2,1.840982437E-1
2.977926267E0,2.603152767E-2,3.636777401E-2,1.551437378E-1
2.987966507E0,3.868184239E-2,7.336902618E-2,4.638004303E-2
2.998006747E0,1.433201879E-2,7.212889194E-2,-4.867553711E-3
3.008077505E0,-9.019158781E-3,4.746592045E-2,-4.640293121E-2
3.018117745E0,-1.052123308E-2,-9.353280067E-3,-5.652904510E-2
3.028157985E0,-3.276549280E-3,-1.709270477E-2,-8.957862854E-3
3.038198226E0,1.233342290E-2,-3.336036205E-2,8.191394806E-2
3.048238466E0,4.354310036E-2,3.331661224E-3,1.656694412E-1
3.058278707E0,7.357321680E-2,3.884768486E-2,1.151571274E-1
3.068318947E0,7.327257097E-2,1.254558563E-1,-1.503086090E-2
3.078359187E0,6.711079180E-2,1.893543005E-1,-1.872053146E-1
3.088399428E0,8.082843572E-2,2.142530680E-1,-2.417373657E-1
3.098439668E0,1.073235571E-1,2.121673822E-1,-1.063995361E-1
3.108510426E0,5.933520943E-2,1.111894846E-1,1.177988052E-1
3.118550666E0,5.540504307E-2,5.289196968E-3,1.935119629E-1
3.128590906E0,2.742878795E-1,-8.074378967E-2,1.252746582E-1
3.138631147E0,3.778898418E-1,-1.590981483E-1,6.869411469E-2
3.148671387E0,3.144721389E-1,-1.959220171E-1,-1.174249649E-1
3.158711628E0,2.355817854E-1,-1.590987444E-1,-2.605199814E-1
3.168751868E0,1.181853712E-1,-1.311383247E-1,-2.478475571E-1
3.178792108E0,1.086976677E-1,-5.501616001E-2,-1.389398575E-1
3.188862866E0,2.238836884E-2,1.734006405E-2,2.861776352E-1
3.198903106E0,-5.632914603E-2,1.050429344E-1,4.381160736E-1
3.208943346E0,-7.251227647E-2,1.341915131E-1,5.607519150E-1
3.218983587E0,-1.471611112E-1,1.898488998E-1,3.594417572E-1
3.229023828E0,-5.132367462E-2,1.622776985E-1,1.263732910E-1
3.239064068E0,-1.099497750E-1,1.541180611E-1,-1.237316132E-1
3.249104308E0,-8.404047787E-2,1.030735970E-1,-2.588233948E-1
3.259175066E0,-1.625965089E-1,6.594419479E-2,-2.064752579E-1
3.269215306E0,-1.088041142E-1,-1.052033901E-2,-1.367883682E-1
3.279255546E0,-5.570504814E-2,-2.540278435E-2,-7.844924927E-2
3.289295786E0,5.821036175E-2,-7.940137386E-2,-3.628349304E-2
3.299336027E0,1.066930071E-1,-8.008921146E-2,5.991935730E-3
3.309376268E0,1.132475585E-1,-5.974781513E-2,1.501846313E-2
3.319447026E0,1.091554090E-1,-3.483021259E-2,4.872322083E-3
3.329487266E0,1.111663282E-1,2.736842632E-2,4.007816315E-2
3.339527506E0,4.953616112E-2,7.001805305E-2,9.440612793E-2
3.349567746E0,-8.483111858E-3,1.205772161E-1,1.700572968E-1
3.359607986E0,-5.666201562E-2,1.429272890E-1,1.041898727E-1
3.369648227E0,-7.935800403E-2,1.198217869E-1,-2.152442932E-2
3.379688467E0,-4.201938957E-2,5.039668083E-2,-1.901245117E-1
3.389759225E0,-4.953846335E-3,1.192736626E-2,-2.486124039E-1
3.399799466E0,2.417676896E-2,-3.041696548E-2,-1.369838715E-1
3.409839706E0,6.346441805E-3,-5.504715443E-2,3.701686859E-2
3.419879946E0,-2.857036889E-3,-6.255292892E-2,1.440267563E-1
3.429920186E0,-4.426024854E-2,-2.781295776E-2,2.245960236E-1
3.439960427E0,-2.346196026E-2,2.468943596E-2,2.403554916E-1
3.450000667E0,1.100894064E-2,3.651332855E-2,1.791982651E-1
3.460040907E0,5.445510149E-3,5.677890778E-2,1.011447906E-1
3.470111665E0,1.775436103E-2,5.914211273E-2,3.012180328E-2
3.480151906E0,-3.386065364E-4,7.260143757E-2,9.259223938E-3
3.490192146E0,3.530360758E-3,3.602147102E-2,5.185127258E-3
3.500232386E0,-9.360164404E-4,1.902830601E-2,-1.220703125E-3
3.510272627E0,2.858778089E-2,2.895617485E-2,-3.386688232E-2
3.520312867E0,4.451212287E-2,1.352596283E-2,-4.242515564E-2
3.530353107E0,7.494609058E-2,3.704428673E-3,-2.931785583E-2
3.540393347E0,4.860788956E-2,-1.017451286E-2,-6.524085999E-3
3.550433588E0,9.376998991E-2,-1.408445835E-2,4.742622375E-2
3.560504346E0,6.306086481E-2,1.733696461E-2,1.132898331E-1
3.570544586E0,6.319158524E-2,2.931404114E-2,9.293365479E-2
3.580584827E0,4.688229039E-2,6.174480915E-2,6.287956238E-2
3.590625067E0,3.138868883E-2,6.776118279E-2,1.607608795E-2
3.600665307E0,3.493128717E-2,6.205976009E-2,5.227088928E-3
3.610705547E0,7.538293302E-2,5.404996872E-2,-4.631137848E-2
3.620745787E0,4.564032704E-2,4.469633102E-2,-1.216459274E-1
3.630786029E0,2.671175078E-2,2.434527874E-2,-1.369915009E-1
3.640856786E0,8.941799402E-3,-2.782523632E-2,-8.747959137E-2
3.650897027E0,2.030621469E-2,-3.108000755E-2,5.553245544E-2
3.660937267E0,2.704566717E-2,1.970529556E-3,1.650762558E-1
3.670977507E0,1.840911806E-2,4.583287239E-2,2.098388672E-1
3.681017747E0,1.424509287E-2,6.872940063E-2,1.825704575E-1
3.691057987E0,7.241897285E-3,9.154570103E-2,1.763067245E-1
3.701098228E0,-2.068448812E-2,9.564137459E-2,6.476974487E-2
3.711138469E0,-3.004941344E-2,5.251181126E-2,-8.499145508E-2
3.721178709E0,-6.501056254E-3,3.584992886E-2,-1.964206696E-1
3.731249467E0,3.093514591E-2,-2.254259586E-2,-1.616487503E-1
3.741289707E0,6.368061900E-2,-4.017806053E-2,7.690525055E-2
3.751329947E0,7.747775316E-2,-6.760728359E-2,2.390823364E-1
3.761370187E0,4.134112969E-2,-8.627390862E-2,1.976728439E-1
3.771410428E0,1.711241156E-2,-9.975385666E-2,6.508064270E-2
3.781450668E0,4.534468055E-3,-6.205821037E-2,-1.227293015E-1
3.791490909E0,-3.329835832E-3,-2.951335907E-2,-2.961988449E-1
3.801531149E0,3.738189116E-2,2.331918478E-2,-3.713741302E-1
3.811601907E0,5.772954226E-2,3.790992498E-2,-2.547502518E-1
